ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,PARTYABBRE,TOTVOTPOLL
S01,ANDHRA PRADESH,42,Miryalguda,GEN,3,2006,JAIPAL REDDY SUDINI,M,INC,572169
S04,BIHAR,1,Bagaha,SC,3,2006,KAILASH BAITHA,M,JD(U),237989
S04,BIHAR,2,Bettiah,GEN,3,2006,RAGHUNATH JHA,M,RJD,211590
S04,BIHAR,3,Motihari,GEN,3,2006,AKHILES PRASAD SINGH,M,RJD,348596
S04,BIHAR,4,Gopalganj,GEN,3,2006,ANIRUDH PRASAD ALIAS SADHU YADAV,M,RJD,336016
S04,BIHAR,5,Siwan,GEN,3,2006,MOHAMMAD SHAHABUDDIN,M,RJD,317511
S04,BIHAR,6,Maharajganj,GEN,3,2006,PRABHUNATH SINGH,M,JD(U),283506
S04,BIHAR,7,Chapra,GEN,3,2006,LALU PRASAD,M,RJD,228882
S04,BIHAR,8,Hajipur,SC,3,2006,RAM VILAS PASWAN,M,LJNSP,477495
S04,BIHAR,9,Vaishali,GEN,3,2006,RAGHUBANSH PRASAD SINGH,M,RJD,361503
S04,BIHAR,10,Muzaffarpur,GEN,3,2006,GEORGE FERNANDES,M,JD(U),370127
S04,BIHAR,11,Sitamarhi,GEN,3,2006,SITARAM YADAV,M,RJD,326165
S04,BIHAR,12,Sheohar,GEN,3,2006,SITARAM SINGH,M,RJD,303243
S04,BIHAR,13,Madhubani,GEN,3,2006,DR. SHAKEEL AHMAD,M,INC,328182
S04,BIHAR,14,Jhanjharpur,GEN,3,2006,DEVENDRA PRASAD YADAV,M,RJD,323400
S04,BIHAR,15,Darbhanga,GEN,3,2006,MD. ALI ASHRAF FATMI,M,RJD,427672
S04,BIHAR,16,Rosera,SC,3,2006,RAM CHANDRA PASWAN,M,LJNSP,394240
S04,BIHAR,17,Samastipur,GEN,3,2006,ALOK KUMAR MEHTA,M,RJD,437457
S04,BIHAR,18,Barh,GEN,3,2006,VIJAY KRISHNA,M,RJD,426856
S04,BIHAR,19,Balia,GEN,3,2006,SURAJ SINGH,M,LJNSP,233869
S04,BIHAR,20,Saharsa,GEN,3,2006,RANJEET RANJAN,F,LJNSP,350426
S04,BIHAR,21,Madhepura,GEN,3,2006,RAJESH RANJAN ALIAS PAPPU YADAV,M,RJD,365948
S04,BIHAR,22,Araria,SC,3,2006,SUKDEO PASWAN,M,BJP,216677
S04,BIHAR,23,Kishanganj,GEN,3,2006,TASLIMUDDIN,M,RJD,420331
S04,BIHAR,24,Purnea,GEN,3,2006,UDAY SINGH,M,BJP,244426
S04,BIHAR,25,Katihar,GEN,3,2006,NIKHIL KUMAR CHOUDHARY,M,BJP,288922
S04,BIHAR,26,Banka,GEN,3,2006,GIRIDHARI YADAV,M,RJD,339880
S04,BIHAR,27,Bhagalpur,GEN,3,2006,SUSHIL KUMAR MODI,M,BJP,345151
S04,BIHAR,28,Khagaria,GEN,3,2006,RABINDRA KU. RANA,M,RJD,322440
S04,BIHAR,29,Monghyr,GEN,3,2006,JAY PRAKASH NARAYAN YADAV,M,RJD,453286
S04,BIHAR,30,Begusarai,GEN,3,2006,RAJIV RANJAN SINGH,M,JD(U),301562
S04,BIHAR,31,Nalanda,GEN,3,2006,NITISH KUMAR,M,JD(U),471310
S04,BIHAR,32,Patna,GEN,3,2006,RAM KRIPAL YADAV,M,RJD,433853
S04,BIHAR,33,Arrah,GEN,3,2006,KANTI SINGH,F,RJD,299422
S04,BIHAR,34,Buxar,GEN,3,2006,LALMUNI CHAUBEY,M,BJP,205980
S04,BIHAR,35,Sasaram,SC,3,2006,MIRA KUMAR,F,INC,416673
S04,BIHAR,36,Bikramganj,GEN,3,2006,AJIT KUMAR SINGH,M,JD(U),305392
S04,BIHAR,37,Aurangabad,GEN,3,2006,NIKHIL KUMAR,M,INC,290009
S04,BIHAR,38,Jahanabad,GEN,3,2006,GANESH PRASAD SINGH,M,RJD,400063
S04,BIHAR,39,Nawada,SC,3,2006,VIRCHANDRA PASWAN,M,RJD,489992
S04,BIHAR,40,Gaya,SC,3,2006,RAJESH KUMAR MANJHI,M,RJD,464829
S06,GUJARAT,1,Kutch,GEN,3,2006,GADHAVI PUSHPADAN SHAMBHUDAN,M,BJP,221057
S06,GUJARAT,2,Surendranagar,GEN,3,2006,KOLI PATEL SOMABHAI GANDABHAI,M,BJP,219872
S06,GUJARAT,3,Jamnagar,GEN,3,2006,AHIR  VIKRAMBHAI ARJANBHAI MADAM,M,INC,204468
S06,GUJARAT,4,Rajkot,GEN,3,2006,DR. KATHIRIA VALLABHBHAI RAMJIBHAI,M,BJP,320604
S06,GUJARAT,5,Porbandar,GEN,3,2006,PATEL HARILAL MADHAVJIBHAI (HARIBHAI PATEL),M,BJP,229113
S06,GUJARAT,6,Junagadh,GEN,3,2006,BARAD JASUBHAI DHANABHAI,M,INC,329712
S06,GUJARAT,7,Amreli,GEN,3,2006,VIRJIBHAI THUMMAR,M,INC,220649
S06,GUJARAT,8,Bhavnagar,GEN,3,2006,RANA RAJENDRASINH GHANASHYAMSINH (RAJUBHAI RANA),M,BJP,247336
S06,GUJARAT,9,Dhandhuka,SC,3,2006,VARMA RATILAL KALIDAS,M,BJP,249322
S06,GUJARAT,10,Ahmedabad,GEN,3,2006,HARIN PATHAK,M,BJP,301853
S06,GUJARAT,11,Gandhinagar,GEN,3,2006,L. K. ADVANI,M,BJP,516120
S06,GUJARAT,12,Mehsana,GEN,3,2006,JIVABHAI AMBALAL PATEL,M,INC,339643
S06,GUJARAT,13,Patan,SC,3,2006,KANODIA MAHESHKUMAR MITHABHAI,M,BJP,273970
S06,GUJARAT,14,Banaskantha,GEN,3,2006,CHAVDA HARISINHAJI PRATAPSINHAJI,M,INC,301148
S06,GUJARAT,15,Sabarkantha,GEN,3,2006,MADHUSUDAN MISTRY,M,INC,316483
S06,GUJARAT,16,Kapadvanj,GEN,3,2006,VAGHELA SHANKERSINH LAXMANSINH,M,INC,320338
S06,GUJARAT,17,Dohad,ST,3,2006,KATARA BABUBHAI KHIMABHAI,M,BJP,228154
S06,GUJARAT,18,Godhra,GEN,3,2006,SOLANKI BHUPENDRASINH PRABHATSINH,M,BJP,295550
S06,GUJARAT,19,Kaira,GEN,3,2006,DINSHA PATEL,M,INC,244037
S06,GUJARAT,20,Anand,GEN,3,2006,SOLANKI BHARATSINH MADHAVSINH,M,INC,307762
S06,GUJARAT,21,Chhota Udaipur,ST,3,2006,NARANBHAI  RATHWA,M,INC,246855
S06,GUJARAT,22,Baroda,GEN,3,2006,JAYABEN THAKKAR,F,BJP,316089
S06,GUJARAT,23,Broach,GEN,3,2006,VASAVA MANSUKHBHAI DHANJIBHAI,M,BJP,299630
S06,GUJARAT,24,Surat,GEN,3,2006,KASHIRAM RANA,M,BJP,508076
S06,GUJARAT,25,Mandvi,ST,3,2006,CHAUDHARY TUSHARBHAI AMARSINHBHAI,M,INC,386592
S06,GUJARAT,26,Bulsar,ST,3,2006,KISHANBHAI VESTABHAI PATEL,M,INC,321769
S07,HARYANA,1,Ambala,SC,3,2006,SELJA,F,INC,415264
S07,HARYANA,2,Kurukshetra,GEN,3,2006,NAVEEN JINDAL,M,INC,362054
S07,HARYANA,3,Karnal,GEN,3,2006,ARVIND KUMAR SHARMA,M,INC,318948
S07,HARYANA,4,Sonepat,GEN,3,2006,KISHAN SINGH SANGWAN,M,BJP,233477
S07,HARYANA,5,Rohtak,GEN,3,2006,DEEPENDRA SINGH,M,INC,355074
S07,HARYANA,6,Faridabad,GEN,3,2006,AVTAR SINGH BHADANA,M,INC,357284
S07,HARYANA,7,Mahendragarh,GEN,3,2006,INDERJIT SINGH,M,INC,358714
S07,HARYANA,8,Bhiwani,GEN,3,2006,KULDEEP BISHNOI,M,INC,290936
S07,HARYANA,9,Hissar,GEN,3,2006,JAI PARKASH,M,INC,407210
S07,HARYANA,10,Sirsa,SC,3,2006,ATMA SINGH GILL,M,INC,349397
S08,HIMACHAL PRADESH,1,Simla,SC,3,2006,DHANI RAM SHANDIL,M,INC,311182
S08,HIMACHAL PRADESH,2,Mandi,GEN,3,2006,PRATIBHA SINGH,F,INC,357623
S08,HIMACHAL PRADESH,3,Kangra,GEN,3,2006,CHANDER KUMAR,M,INC,314555
S08,HIMACHAL PRADESH,4,Hamirpur,GEN,3,2006,SURESH CHANDEL,M,BJP,313243
S10,KARNATAKA,1,Bidar,SC,3,2006,NARSING HALLA SURYAWANSHI,M,INC,196917
S10,KARNATAKA,2,Gulbarga,GEN,3,2006,IQBAL AHMED SARADGI,M,INC,312601
S10,KARNATAKA,3,Raichur,GEN,3,2006,A.VENKATESH NAIK,M,INC,289424
S10,KARNATAKA,4,Koppal,GEN,3,2006,K. VIRUPAXAPPA,M,INC,356158
S10,KARNATAKA,5,Bellary,GEN,3,2006,G. KARUNAKARA REDDY,M,BJP,318978
S10,KARNATAKA,6,Davangere,GEN,3,2006,G.M. SIDDESWARA,M,BJP,370499
S10,KARNATAKA,7,Chitradurga,GEN,3,2006,N.Y. HANUMANTHAPPA,M,INC,322609
S10,KARNATAKA,8,Tumkur,GEN,3,2006,S. MALLIKARJUNAIAH,M,BJP,303016
S10,KARNATAKA,9,Chikballapur,GEN,3,2006,R.L. JALAPPA,M,INC,376204
S10,KARNATAKA,10,Kolar,SC,3,2006,K.H. MUNIYAPPA,M,INC,385582
S10,KARNATAKA,11,Kanakapura,GEN,3,2006,TEJASHWINI SEE RAMESH,F,INC,584238
S10,KARNATAKA,12,Bangalore North,GEN,3,2006,DR. H.T. SANGLIANA,M,BJP,473502
S10,KARNATAKA,13,Bangalore South,GEN,3,2006,ANANTH KUMAR,M,BJP,386682
S10,KARNATAKA,14,Mandya,GEN,3,2006,AMBAREESH M. H.,M,INC,411116
S10,KARNATAKA,15,Chamarajanagar,SC,3,2006,M. SHIVANNA,M,JD(S),316661
S10,KARNATAKA,16,Mysore,GEN,3,2006,C. H. VIJAYASHANKAR,M,BJP,316442
S10,KARNATAKA,17,Mangalore,GEN,3,2006,D. V. SADANANDA GOWDA,M,BJP,384760
S10,KARNATAKA,18,Udupi,GEN,3,2006,MANORAMA MADHWARAJ,F,BJP,369627
S10,KARNATAKA,19,Hassan,GEN,3,2006,H. D. DEVEGOWDA,M,JD(S),462625
S10,KARNATAKA,20,Chikmagalur,GEN,3,2006,D. C. SRIKANTAPPA,M,BJP,341391
S10,KARNATAKA,21,Shimoga,GEN,3,2006,S. BANGARAPPA,M,SP,269013
S10,KARNATAKA,22,Kanara,GEN,3,2006,ANANTHKUMAR HEGDE,M,BJP,433174
S10,KARNATAKA,23,Dharwad South,GEN,3,2006,KUNNUR MANJUNATH CHANNAPPA,M,BJP,442759
S10,KARNATAKA,24,Dharwad North,GEN,3,2006,PRALHAD JOSHI,M,BJP,385084
S10,KARNATAKA,25,Belgaum,GEN,3,2006,ANGADI SURESH CHANABASAPPA,M,BJP,410843
S10,KARNATAKA,26,Chikkodi,SC,3,2006,JIGAJINAGI RAMESH CHANDAPPA,M,BJP,379580
S10,KARNATAKA,27,Bagalkot,GEN,3,2006,GADDIGOUDAR PARVATAGOUDA CHANDANAGOUDA,M,BJP,459451
S10,KARNATAKA,28,Bijapur,GEN,3,2006,BASANAGOUDA R PATIL(YATNAL),M,BJP,344905
S11,KERALA,1,Kasaragod,GEN,3,2006,P. KARUNAKARAN,M,CPM,437284
S11,KERALA,2,Cannanore,GEN,3,2006,A. P. ABDULLAKUTTY,M,CPM,435058
S11,KERALA,3,Badagara,GEN,3,2006,P. SATHEEDEVI,F,CPM,429294
S11,KERALA,4,Calicut,GEN,3,2006,M. P. VEERENDRA KUMAR,M,JD(S),340111
S11,KERALA,5,Manjeri,GEN,3,2006,T. K. HAMZA,M,CPM,426920
S11,KERALA,6,Ponnani,GEN,3,2006,E. AHAMMED,M,MUL,354051
S11,KERALA,7,Palghat,GEN,3,2006,N. N. KRISHNADAS,M,CPM,375144
S11,KERALA,8,Ottapalam,SC,3,2006,S. AJAYA KUMAR,M,CPM,395928
S11,KERALA,9,Trichur,GEN,3,2006,C. K. CHANDRAPPAN,M,CPI,320960
S11,KERALA,10,Mukundapuram,GEN,3,2006,LONAPPAN NAMBADAN,M,CPM,375175
S11,KERALA,11,Ernakulam,GEN,3,2006,DR. SEBASTIAN PAUL,M,IND,323042
S11,KERALA,12,Muvattupuzha,GEN,3,2006,P. C. THOMAS (PULLOLIL),M,IFDP,256411
S11,KERALA,13,Kottayam,GEN,3,2006,K. SURESH KURUP,M,CPM,341213
S11,KERALA,14,Idukki,GEN,3,2006,K. FRANCIS GEORGE,M,KEC,353905
S11,KERALA,15,Alleppey,GEN,3,2006,DR. K. S. MANOJ,M,CPM,335494
S11,KERALA,16,Mavelikara,GEN,3,2006,C. S. SUJATHA,F,CPM,278281
S11,KERALA,17,Adoor,SC,3,2006,CHENGARA SURENDRAN,M,CPI,332216
S11,KERALA,18,Quilon,GEN,3,2006,P. RAJENDRAN,M,CPM,355279
S11,KERALA,19,Chirayinkil,GEN,3,2006,VARKALA RADHAKRISHNAN,M,CPM,313615
S11,KERALA,20,Trivandrum,GEN,3,2006,Pannyan Raveendran,M,CPI,390324
S12,MADHYA PRADESH,1,Morena,SC,3,2006,ASHOK CHHAVIRAM ARGAL,M,BJP,261337
S12,MADHYA PRADESH,2,Bhind,GEN,3,2006,DR. RAMLAKHAN SINGH,M,BJP,234712
S12,MADHYA PRADESH,3,Gwalior,GEN,3,2006,RAMSEVAK SINGH ( BABUJI),M,INC,246467
S12,MADHYA PRADESH,4,Guna,GEN,3,2006,JYOTIRADITYA MADHAVRAO SCINDIA,M,INC,333954
S12,MADHYA PRADESH,5,Sagar,SC,3,2006,VIRENDRA KUMAR,M,BJP,290974
S12,MADHYA PRADESH,6,Khajuraho,GEN,3,2006,"DR. RAMKRISHNA KUSHMARIYA "" BABA JEE """,M,BJP,332458
S12,MADHYA PRADESH,7,Damoh,GEN,3,2006,CHANDRABHAN BHAIYA,M,BJP,271869
S12,MADHYA PRADESH,8,Satna,GEN,3,2006,GANESH SINGH,M,BJP,239706
S12,MADHYA PRADESH,9,Rewa,GEN,3,2006,CHANDRAMANI TRIPATHI,M,BJP,232021
S12,MADHYA PRADESH,10,Sidhi,ST,3,2006,CHANDRAPRATAP SINGH,M,BJP,210198
S12,MADHYA PRADESH,11,Shahdol,ST,3,2006,DALPAT SINGH PARASTE,M,BJP,210034
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2006,GAURI SHANKAR CHATURBHUJ BISEN,M,BJP,193982
S12,MADHYA PRADESH,13,Mandla,ST,3,2006,FAGGAN SINGH KULASTE,M,BJP,238073
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2006,RAKESH SINGH,M,BJP,311646
S12,MADHYA PRADESH,15,Seoni,GEN,3,2006,NEETA PATERIYA,F,BJP,268195
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2006,KAMALNATH,M,INC,308563
S12,MADHYA PRADESH,17,Betul,GEN,3,2006,KHANDELWAL VIJAY KUMAR (MUNNI BHAIA),M,BJP,288007
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2006,SARTAJ SINGH,M,BJP,354659
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2006,KAILASH JOSHI,M,BJP,561563
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2006,SHIVRAJ SINGH,M,BJP,428030
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2006,LAKSHMAN SINGH,M,BJP,283135
S12,MADHYA PRADESH,22,Shajapur,SC,3,2006,THAWARCHAND GEHLOT,M,BJP,424004
S12,MADHYA PRADESH,23,Khandwa,GEN,3,2006,NAND KUMAR SINGH CHAUHAN ( NANDU BHAIYA),M,BJP,336724
S12,MADHYA PRADESH,24,Khargone,GEN,3,2006,KRISHNA MURARI MOGHE,M,BJP,321762
S12,MADHYA PRADESH,25,Dhar,ST,3,2006,CHHATAR SINGH DARBAR,M,BJP,345468
S12,MADHYA PRADESH,26,Indore,GEN,3,2006,SUMITRA MAHAJAN,F,BJP,508107
S12,MADHYA PRADESH,27,Ujjain,SC,3,2006,DR. SATYANARAYAN JATIYA,M,BJP,369744
S12,MADHYA PRADESH,28,Jhabua,ST,3,2006,KANTILAL BHURIA,M,INC,322257
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2006,DR LAXMINARAYAN PANDEYA,M,BJP,423478
S13,MAHARASHTRA,1,Rajapur,GEN,3,2006,SURESH PRABHAKAR PRABHU,M,SHS,264001
S13,MAHARASHTRA,2,Ratnagiri,GEN,3,2006,ANANT GEETE,M,SHS,334690
S13,MAHARASHTRA,3,Kolaba,GEN,3,2006,A. R. ANTULAY,M,INC,312225
S13,MAHARASHTRA,4,Mumbai South,GEN,3,2006,MILIND MURLI DEORA,M,INC,137956
S13,MAHARASHTRA,5,Mumbai South Central,GEN,3,2006,MOHAN RAWALE,M,SHS,128536
S13,MAHARASHTRA,6,Mumbai North Central,GEN,3,2006,EKNATH M. GAIKWAD,M,INC,256282
S13,MAHARASHTRA,7,Mumbai North East,GEN,3,2006,KAMAT GURUDAS,M,INC,493420
S13,MAHARASHTRA,8,Mumbai North West,GEN,3,2006,PRIYA SUNIL DUTT,F,INC,346294
S13,MAHARASHTRA,9,Mumbai North,GEN,3,2006,GOVINDA,M,INC,559763
S13,MAHARASHTRA,10,Thane,GEN,3,2006,PARANJAPE PRAKASH VISHVANATH,M,SHS,631414
S13,MAHARASHTRA,11,Dahanu,ST,3,2006,SHINGADA DAMODAR BARKU,M,INC,286004
S13,MAHARASHTRA,12,Nashik,GEN,3,2006,PINGALE DEVIDAS ANANDRAO,M,NCP,307613
S13,MAHARASHTRA,13,Malegaon,ST,3,2006,HARISCHANDRA DEVRAM CHAVAN,M,BJP,218259
S13,MAHARASHTRA,14,Dhule,ST,3,2006,CHAURE BAPU HARI,M,INC,210714
S13,MAHARASHTRA,15,Nandurbar,ST,3,2006,GAVIT MANIKRAO HODLYA,M,INC,351911
S13,MAHARASHTRA,16,Erandol,GEN,3,2006,ANNASAHEB M. K. PATIL,M,BJP,289559
S13,MAHARASHTRA,17,Jalgaon,GEN,3,2006,Y. G. MAHAJAN (SIR),M,BJP,298865
S13,MAHARASHTRA,18,Buldhana,SC,3,2006,ADSUL ANANDRAO VITHOBA,M,SHS,369975
S13,MAHARASHTRA,19,Akola,GEN,3,2006,DHOTRE SANJAY SHAMRAO,M,BJP,313323
S13,MAHARASHTRA,20,Washim,GEN,3,2006,GAWALI (PATIL) KU.  BHAVANA PUNDLIKRAO,F,SHS,358682
S13,MAHARASHTRA,21,Amravati,GEN,3,2006,ANANT GUDHE,M,SHS,203216
S13,MAHARASHTRA,22,Ramtek,GEN,3,2006,MOHITE SUBODH BABURAO,M,SHS,276720
S13,MAHARASHTRA,23,Nagpur,GEN,3,2006,VILAS MUTTEMWAR,M,INC,373769
S13,MAHARASHTRA,24,Bhandara,GEN,3,2006,PATLE SHISHUPAL NATTHU,M,BJP,277388
S13,MAHARASHTRA,25,Chimur,GEN,3,2006,SHIVANKAR MAHADEORAO SUKAJI,M,BJP,336711
S13,MAHARASHTRA,26,Chandrapur,GEN,3,2006,AHIR HANSRAJ GANGARAM,M,BJP,366014
S13,MAHARASHTRA,27,Wardha,GEN,3,2006,WAGMARE SURESH GANAPAT,M,BJP,269045
S13,MAHARASHTRA,28,Yavatmal,GEN,3,2006,RATHOD HARISING NASARU,M,BJP,298513
S13,MAHARASHTRA,29,Hingoli,GEN,3,2006,SURYAKANTA PATIL,F,NCP,327944
S13,MAHARASHTRA,30,Nanded,GEN,3,2006,D. B. PATIL,M,BJP,361282
S13,MAHARASHTRA,31,Parbhani,GEN,3,2006,TUKARAM GANPATRAO RENGE PATIL,M,SHS,339318
S13,MAHARASHTRA,32,Jalna,GEN,3,2006,DANVE RAOSAHEB DADARAO PATIL,M,BJP,369630
S13,MAHARASHTRA,33,Aurangabad,GEN,3,2006,CHANDRAKANT KHAIRE,M,SHS,477900
S13,MAHARASHTRA,34,Beed,GEN,3,2006,JAISINGRAO GAIKWAD PATIL,M,NCP,425051
S13,MAHARASHTRA,35,Latur,GEN,3,2006,PATIL RUPATAI DILIPRAO NILANGEKAR,F,BJP,404500
S13,MAHARASHTRA,36,Osmanabad,SC,3,2006,NARHIRE KALPANA RAMESH,F,SHS,294436
S13,MAHARASHTRA,37,Sholapur,GEN,3,2006,DESHMUKH SUBHASH SURESHCHANDRA,M,BJP,316188
S13,MAHARASHTRA,38,Pandharpur,SC,3,2006,ATHAWALE RAMDAS BANDU,M,RPI(A),347215
S13,MAHARASHTRA,39,Ahmednagar,GEN,3,2006,GADAKH TUKARAM GANGADHAR,M,NCP,362938
S13,MAHARASHTRA,40,Kopargaon,GEN,3,2006,E.  V.  ALIAS BALASAHEB VIKHE PATIL,M,INC,356688
S13,MAHARASHTRA,41,Khed,GEN,3,2006,ADHALARAO PATIL SHIVAJIRAO,M,SHS,360501
S13,MAHARASHTRA,42,Pune,GEN,3,2006,KALMADI SURESH,M,INC,373774
S13,MAHARASHTRA,43,Baramati,GEN,3,2006,PAWAR SHARADCHANDRA GOVINDRAO,M,NCP,634555
S13,MAHARASHTRA,44,Satara,GEN,3,2006,LAXMANRAO PANDURANG JADHAV (PATIL),M,NCP,281577
S13,MAHARASHTRA,45,Karad,GEN,3,2006,PATIL SHRINIWAS DADASAHEB,M,NCP,436732
S13,MAHARASHTRA,46,Sangli,GEN,3,2006,PATIL PRATIK PRAKASHBAPU,M,INC,252732
S13,MAHARASHTRA,47,Ichalkaranji,GEN,3,2006,MANE NIVEDITA SAMBHAJIRAO,F,NCP,422272
S13,MAHARASHTRA,48,Kolhapur,GEN,3,2006,MANDLIK SADASHIVRAO DADOBA,M,NCP,401922
S18,ORISSA,1,Mayurbhanj,ST,3,2006,SUDAM MARNDI,M,JMM,260529
S18,ORISSA,2,Balasore,GEN,3,2006,MAHAMEGHA BAHAN AIRA KHARBELA SWAIN,M,BJP,553087
S18,ORISSA,3,Bhadrak,SC,3,2006,ARJUN CHARAN SETHI,M,BJD,489200
S18,ORISSA,4,Jajpur,SC,3,2006,MOHAN JENA,M,BJD,452177
S18,ORISSA,5,Kendrapara,GEN,3,2006,ARCHANA NAYAK,F,BJD,453276
S18,ORISSA,6,Cuttack,GEN,3,2006,BHARTRUHARI MAHTAB,M,BJD,496750
S18,ORISSA,7,Jagatsinghpur,GEN,3,2006,BRAHMANANDA PANDA,M,BJD,466383
S18,ORISSA,8,Puri,GEN,3,2006,BRAJA KISHORE TRIPATHY,M,BJD,462248
S18,ORISSA,9,Bhubaneswar,GEN,3,2006,PRASANNA KUMAR PATASANI,M,BJD,437762
S18,ORISSA,10,Aska,GEN,3,2006,HARI HAR SWAIN,M,BJD,381526
S18,ORISSA,11,Berhampur,GEN,3,2006,CHANDRA SEKHAR SAHU,M,INC,355973
S18,ORISSA,12,Koraput,ST,3,2006,GIRIDHAR GAMANG,M,INC,334748
S18,ORISSA,13,Nowrangpur,ST,3,2006,PARSURAM MAJHI,M,BJP,359989
S18,ORISSA,14,Kalahandi,GEN,3,2006,BIKRAM KESHARI DEO,M,BJP,357079
S18,ORISSA,15,Phulbani,SC,3,2006,SUGRIB SINGH,M,BJD,337951
S18,ORISSA,16,Bolangir,GEN,3,2006,SANGEETA KUMARI SINGH DEO,F,BJP,322912
S18,ORISSA,17,Sambalpur,GEN,3,2006,PRASANNA ACHARYA,M,BJD,390556
S18,ORISSA,18,Deogarh,GEN,3,2006,DHARMENDRA PRADHAN,M,BJP,426092
S18,ORISSA,19,Dhenkanal,GEN,3,2006,TATHAGATA SATAPATHY,M,BJD,423539
S18,ORISSA,20,Sundargarh,ST,3,2006,JUAL ORAM,M,BJP,336562
S18,ORISSA,21,Keonjhar,ST,3,2006,ANANTA NAYAK,M,BJP,355702
S19,PUNJAB,1,Gurdaspur,GEN,3,2006,VINOD KHANNA,M,BJP,387612
S19,PUNJAB,2,Amritsar,GEN,3,2006,NAVJOT SINGH SIDHU,M,BJP,394223
S19,PUNJAB,3,Tarn Taran,GEN,3,2006,DR. RATTAN SINGH AJNALA,M,SAD,364646
S19,PUNJAB,4,Jullundur,GEN,3,2006,RANA GURJEET SINGH,M,INC,344619
S19,PUNJAB,5,Phillaur,SC,3,2006,CHARANJIT SINGH ATWAL,M,SAD,324512
S19,PUNJAB,6,Hoshiarpur,GEN,3,2006,AVINASH RAI KHANNA,M,BJP,289815
S19,PUNJAB,7,Ropar,SC,3,2006,SUKHDEV SINGH LIBRA,M,SAD,347631
S19,PUNJAB,8,Patiala,GEN,3,2006,PRENEET KAUR,F,INC,409917
S19,PUNJAB,9,Ludhiana,GEN,3,2006,SHARANJIT SINGH DHILLON,M,SAD,329234
S19,PUNJAB,10,Sangrur,GEN,3,2006,SUKHDEV SINGH DHINDSA,M,SAD,286828
S19,PUNJAB,11,Bhatinda,SC,3,2006,PARAMJIT KAUR GULSHAN,F,SAD,323394
S19,PUNJAB,12,Faridkot,GEN,3,2006,SUKHBIR SINGH BADAL,M,SAD,475928
S19,PUNJAB,13,Ferozepur,GEN,3,2006,ZORA SINGH MAAN,M,SAD,357102
S20,RAJASTHAN,1,Ganganagar,SC,3,2006,NIHALCHAND MEGHWAL,M,BJP,331475
S20,RAJASTHAN,2,Bikaner,GEN,3,2006,DHARMENDRA,M,BJP,517802
S20,RAJASTHAN,3,Churu,GEN,3,2006,RAMSINGH KASWAN,M,BJP,400718
S20,RAJASTHAN,4,Jhunjhunu,GEN,3,2006,SHISH RAM OLA,M,INC,274168
S20,RAJASTHAN,5,Sikar,GEN,3,2006,SUBHASH MEHARIA,M,BJP,367546
S20,RAJASTHAN,6,Jaipur,GEN,3,2006,GIRDHARI LAL BHARGAVA,M,BJP,480730
S20,RAJASTHAN,7,Dausa,GEN,3,2006,SACHIN PILOT,M,INC,369935
S20,RAJASTHAN,8,Alwar,GEN,3,2006,DR. KARAN SINGH YADAV,M,INC,246833
S20,RAJASTHAN,9,Bharatpur,GEN,3,2006,VISHVENDRA SINGH,M,BJP,319904
S20,RAJASTHAN,10,Bayana,SC,3,2006,RAMSWAROOP KOLI,M,BJP,265051
S20,RAJASTHAN,11,Sawai Madhopur,ST,3,2006,NAMO NARAIN,M,INC,367553
S20,RAJASTHAN,12,Ajmer,GEN,3,2006,RASA SINGH RAWAT,M,BJP,314788
S20,RAJASTHAN,13,Tonk,SC,3,2006,KAILASH MEGHWAL,M,BJP,315717
S20,RAJASTHAN,14,Kota,GEN,3,2006,RAGHUVEER SINGH KOSHAL,M,BJP,298314
S20,RAJASTHAN,15,Jhalawar,GEN,3,2006,DUSHYANT SINGH,M,BJP,303845
S20,RAJASTHAN,16,Banswara,ST,3,2006,DHAN SINGH RAWAT,M,BJP,269239
S20,RAJASTHAN,17,Salumber,ST,3,2006,MAHAVEER BHAGORA,M,BJP,281659
S20,RAJASTHAN,18,Udaipur,GEN,3,2006,KIRAN MAHESHWARI,F,BJP,398059
S20,RAJASTHAN,19,Chittorgarh,GEN,3,2006,SHRICHAND KRIPLANI,M,BJP,375385
S20,RAJASTHAN,20,Bhilwara,GEN,3,2006,VIJAYENDRAPAL SINGH,M,BJP,317292
S20,RAJASTHAN,21,Pali,GEN,3,2006,PUSP JAIN,M,BJP,264114
S20,RAJASTHAN,22,Jalore,SC,3,2006,B. SUSHEELA,F,BJP,321255
S20,RAJASTHAN,23,Barmer,GEN,3,2006,MANVENDRA SINGH,M,BJP,631851
S20,RAJASTHAN,24,Jodhpur,GEN,3,2006,JASWANT SINGH BISHNOI,M,BJP,434352
S20,RAJASTHAN,25,Nagaur,GEN,3,2006,BHANWAR SINGH DANGAWAS,M,BJP,284657
